target,bert_depth,train_size,n_seeds,RMSE_mean,RMSE_std,RMSE_CI95,MAE_mean,MAE_std,MAE_CI95,Pearson_R_mean,Pearson_R_std,Pearson_R_CI95,R2_mean,R2_std,R2_CI95
gap,6,2000,3,0.5855120635254905,0.02099975737181733,0.023763462520209704,0.45113748419410493,0.019346311989446405,0.021892412932469397,0.9221728841463724,0.002073806413816635,0.0023467328748778453,0.7809908390045166,0.015674639683427898,0.017737524583727876
gap,6,2500,3,0.5528451169460346,0.013601031289919465,0.015391015789923392,0.4248875776706124,0.014205755934012566,0.016075326144586784,0.9300827185312907,0.003348505700355358,0.0037891909082669976,0.8048356175422668,0.009570540851861608,0.010830086500740714
gap,6,3000,3,0.6157561580588454,0.11398633410168431,0.12898767972799027,0.4795009198027715,0.11151527735829504,0.12619141578707216,0.9205814599990845,0.015347421237337865,0.017367242054177445,0.7524597644805908,0.08940794147582451,0.10117461019436487
homo,2,50,10,0.6411711931218077,0.007804777966994472,0.004837451501489795,0.4669073703908077,0.007710773788003835,0.004779187107713622,0.1241939667612314,0.04761898533650619,0.029514552891785752,-0.6408056855201721,0.04002357928906723,0.024806871450495847
homo,2,75,10,0.590739455450841,0.06465517352942539,0.04007369172981672,0.4358821360494064,0.0489404559109286,0.03033360883949466,0.25350249633193017,0.16081216192888897,0.09967241060161669,-0.40766793489456177,0.309314743120972,0.19171526401790545
homo,2,100,10,0.665739736658476,0.03132997719099042,0.01941852104507216,0.49518622375806665,0.03151664379007778,0.019534218201846094,0.1555293127894401,0.04496900671906207,0.02787207912813974,-0.7722498893737793,0.16183659504758588,0.1003073608268727
homo,2,125,10,0.549316680408107,0.06472880530849322,0.040119329179301555,0.3986287382166672,0.041627993917605216,0.025801297939840557,0.3303175032138824,0.13053352674178864,0.08090551808163579,-0.21924341917037965,0.2830796499146203,0.17545458478276474
homo,2,150,10,0.5086621066792398,0.049313215766322346,0.030564647791505237,0.3705772808504027,0.030830273951578675,0.019108801768493878,0.38842377811670303,0.08305436801408972,0.05147763061987039,-0.04128163456916812,0.2094045042838083,0.12979025642372286
homo,2,175,10,0.5562015336986916,0.038308711619533434,0.023743985457079547,0.39286620052491134,0.024771583809651134,0.015353586713296705,0.22923604249954224,0.10002145441559669,0.0619939397238543,-0.23984055519104003,0.16209428089202094,0.10046707616795562
homo,2,200,10,0.5612405003281563,0.06300725041132604,0.03905229839925677,0.40172829403867283,0.0427378728910205,0.02648920805453242,0.2542067110538483,0.15466971876902563,0.09586528488809186,-0.2712989091873169,0.2705851039007444,0.16771038493097412
homo,2,225,10,0.5416978482826937,0.0657529062071019,0.040754073492413556,0.3960445684155346,0.045545543086692966,0.028229420070963965,0.35304461866617204,0.12916116005085976,0.08005491639409221,-0.1865513503551483,0.2903341085997391,0.17995094485953161
homo,2,250,10,0.5332528231554949,0.07789237096441402,0.04827819170126966,0.38689127854653954,0.05468904335905569,0.033896620253783045,0.3688498929142952,0.1509631175651735,0.09356790966040128,-0.1565867006778717,0.3403207722462247,0.21093299997163553
homo,2,275,10,0.5476945454508998,0.07303620779000451,0.045268310582438416,0.39841602257881553,0.050459359548799744,0.03127503506772439,0.35905949473381044,0.12401737445824304,0.07686676505351955,-0.21625235676765447,0.32020791750398897,0.19846692344985312
homo,2,300,10,0.5630560169883336,0.06424434280189625,0.039819056206788606,0.4062072378540833,0.045874939417279964,0.02843358203184508,0.3180773720145226,0.12234115720998259,0.07582783483939802,-0.280010050535202,0.28264832429248354,0.17518724639245303
homo,2,325,10,0.5389860847575657,0.06401581482858629,0.03967741310146316,0.3856218595436329,0.04373629965430722,0.027108039373708166,0.35728605538606645,0.12021438582436425,0.07450964827775687,-0.17404673099517823,0.26997887856411923,0.16733464257452269
homo,2,350,10,0.5528360027477934,0.058699720132270025,0.03638246347195306,0.3966923539697884,0.043347663842364624,0.026867160401882854,0.330335296690464,0.09842219868610026,0.06100271075326286,-0.2320498526096344,0.2539014770807132,0.15736976589579427
homo,2,375,10,0.4999605636439749,0.04874727358464185,0.030213873193162502,0.3625735062523095,0.030897120016028186,0.019150233388484532,0.427184471487999,0.10006524006817516,0.06202107835248732,-0.0060574591159820775,0.20298471502802776,0.12581122981900028
homo,2,400,10,0.5415913066243921,0.056847739797710024,0.03523459416829921,0.3883999115295481,0.03633273190576126,0.02251926054194124,0.35336274206638335,0.09858326745754092,0.06110254221208766,-0.18216944336891175,0.2386746026006305,0.14793205131529377
homo,2,425,10,0.5130173520516487,0.06461833522333638,0.040050859111149514,0.3725824441961172,0.04416295743751284,0.02737248460747631,0.4262694090604782,0.10644330731388017,0.06597424538745167,-0.06530187726020814,0.27095447268664397,0.1679393220763368
homo,2,450,10,0.47870894094376426,0.031033326523819408,0.01923465505664905,0.34722575830642693,0.017476888821041266,0.010832287917252955,0.4534831404685974,0.09986372559979412,0.061896178390981146,0.0820186614990234,0.1227760092505127,0.07609735892647443
homo,2,475,10,0.4854963682304927,0.05493553735007263,0.03404939881225014,0.35227272550113903,0.03752500596262497,0.02325823965844566,0.4645732492208481,0.09991454251911829,0.061927675043893675,0.048521286249160744,0.22459260863932992,0.13920394103206218
homo,2,500,10,0.4877221793034921,0.05865168146250753,0.036352688795959084,0.3558657914706785,0.04442501904783822,0.027534912076356572,0.47045429348945617,0.08963966780247401,0.05555924171550895,0.038360428810119605,0.24760816844087827,0.1534691327890165
homo,2,600,3,0.45464270407730983,0.01949751356697866,0.022063513624590077,0.33165296591059523,0.017330397078552447,0.019611190460192104,0.546954333782196,0.023745377589809134,0.026870424281231795,0.17410697539647416,0.07075313886596808,0.08006471378974418
homo,2,700,3,0.473944977277565,0.030029264299047807,0.033981311500178475,0.34226762355265117,0.018066117838467722,0.020443736874611644,0.48709535598754883,0.12734547524416118,0.14410497104810266,0.1011900504430135,0.11516487291412643,0.13032132194119347
homo,2,800,3,0.44229536106748774,0.01291855975222423,0.014618726542958291,0.3196563930626205,0.013370353072070459,0.01512997881282763,0.5581242442131042,0.018531227240576015,0.020970057710090948,0.21887069940567014,0.0456859833835861,0.05169855701722416
homo,2,900,3,0.4268127902597437,0.012113593344281758,0.013707821301222473,0.30801079930557435,0.011356288217335204,0.012850849876175973,0.5957127014795939,0.018188876904363247,0.020582651834902533,0.2726234992345174,0.04155656341407739,0.047025678424478135
homo,2,1000,3,0.4181638426936804,0.011728454575259326,0.013271995756160369,0.30110578813690775,0.009693239664947761,0.010968933278559209,0.6119769215583801,0.006030479429467933,0.0068241298870137905,0.3018128077189128,0.038829450219969266,0.04393965933248948
homo,2,1500,3,0.41021794685648616,0.00532077104531374,0.0060210192468041785,0.2933522766827905,0.005943617466698673,0.006725836322942934,0.6350034276644388,0.012534087629898693,0.014183655379650002,0.328371266523997,0.017461526085923183,0.019759576900892067
homo,2,2000,3,0.3855573216977094,0.0023475315380765906,0.0026564820122617254,0.2747800510724338,0.0031630406324412628,0.0035793174267714665,0.668953518072764,0.027491210710671683,0.031109233492143836,0.40674710273742676,0.007235651568354842,0.008187910546273932
homo,2,2500,3,0.37675331539126433,0.010296181407785137,0.011651226090523537,0.269048579599591,0.008753728169394293,0.009905775937424706,0.6967418591181437,0.005627218971723995,0.006367797720703083,0.4332629442214966,0.03072106437362987,0.03476415698037777
homo,2,3000,3,0.3778723408791765,0.013442907745913677,0.01521208215535735,0.2727390398144832,0.009073905845323743,0.010268091085502005,0.7067269881566366,0.012820145611936423,0.01450736045939932,0.4296943147977193,0.04067806801108677,0.046031567291977105
homo,4,50,10,0.6326331651809288,0.012424488768119465,0.007700777921005679,0.45822525390242436,0.011833765389511855,0.007334643777677711,0.10660205930471416,0.08081282976543569,0.05008831081955659,-0.5977391481399537,0.06252046636254481,0.03875058651999048
