model,target,train_size,n_seeds,RMSE_mean,RMSE_std,RMSE_CI95,MAE_mean,MAE_std,MAE_CI95,Pearson_R_mean,Pearson_R_std,Pearson_R_CI95,R2_mean,R2_std,R2_CI95,n_test_mean
chemprop,pIC50,100,10,1.1928482318854934,0.0913935548296756,0.0566463121573664,0.9487739797676208,0.0963049732447669,0.0596904408291878,0.4954460783319193,0.1251965906569311,0.0775976508256771,0.2004294412685328,0.1174110612079711,0.0727721296792673,1313.0
chemprop,pIC50,125,10,1.1286196869916618,0.0750623102976497,0.0465241019270773,0.8777955427202558,0.0548737734936504,0.0340111171774296,0.5740502886264374,0.0609973973919088,0.0378065785917658,0.281810919906666,0.0924066028088723,0.0572742058000517,1288.0
chemprop,pIC50,150,10,1.099788556900298,0.0695664967621323,0.0431177614069851,0.8463238974003188,0.0440072590597529,0.0272759817531402,0.6088029900100642,0.0457146239672926,0.0283342174864944,0.3157089201018881,0.085044246703972,0.0527109702096525,1263.0
chemprop,pIC50,175,10,1.0618584094537575,0.0487159037332028,0.0301944299578024,0.8220754505587975,0.030270581046692,0.018761900512037,0.6363115997978015,0.031654512645349,0.0196196702036533,0.3620209143368314,0.0562593465396403,0.0348699042486432,1238.0
chemprop,pIC50,200,10,1.0290664956994942,0.0395536724826192,0.0245156201944031,0.7937583130982256,0.0289420374859549,0.0179384606819918,0.6627819520282153,0.0310626262793612,0.0192528152332791,0.3968834532552624,0.0455131803574768,0.028209361443582,1213.0
chemprop,pIC50,225,10,1.0050550946814212,0.0474038630687931,0.0293812187288726,0.7771068763171509,0.0343532442510238,0.0212923613824668,0.6789490869971028,0.0395242297248805,0.0244973713840931,0.4240076646905286,0.0491700367244071,0.0304759045019172,1188.0
chemprop,pIC50,250,10,0.9945588639716396,0.0597236511970727,0.0370171025209815,0.7607206605633496,0.0387740808553086,0.0240324242977317,0.6873690595060108,0.0337124119532969,0.0208951694092996,0.4318043152067146,0.0643898646836941,0.0399092516035801,1163.0
chemprop,pIC50,275,10,0.9583688481511632,0.0505065647781508,0.0313042931719995,0.7377602205659941,0.0420847343316988,0.0260843885814054,0.7098760720101289,0.0303403960851721,0.0188051723211968,0.4724664438699065,0.0532531640498811,0.0330066530376112,1138.0
chemprop,pIC50,300,10,0.9351335049075769,0.0531043333103416,0.032914406789544,0.7261586003700097,0.0390005627156338,0.0241727992090903,0.7230732750302158,0.0294991123234652,0.0182837392434772,0.4959348362539769,0.0548115211368133,0.0339725327669151,1113.0
chemprop,pIC50,325,10,0.9396280140888248,0.0510450352670635,0.0316380406387582,0.7308340044638166,0.0429305118558024,0.0266086069219147,0.726647605277056,0.027567104120864,0.017086268153321,0.4889145789880287,0.0546312484705578,0.0338607986107683,1088.0
chemprop,pIC50,350,10,0.9153348520865192,0.0284598007249075,0.0176395672408629,0.7046550500681807,0.022517660794053,0.0139565907549035,0.7405532969368738,0.0188747171347082,0.0116986708820686,0.5150796611187143,0.031675381912443,0.0196326051094079,1063.0
chemprop,pIC50,375,10,0.9125237970815328,0.0320282798783535,0.0198513335347758,0.7058018763126861,0.028233837726107,0.0174995139232091,0.7444203157205537,0.0195238544740593,0.0121010103733644,0.5162938563882334,0.0343877622337576,0.0213137558498187,1038.0
chemprop,pIC50,400,10,0.8907325255969223,0.0286358508705677,0.0177486842516302,0.6873567116106825,0.0255609448989701,0.0158428377852543,0.7556826079835929,0.0167887272220551,0.0104057609392453,0.5350936814267931,0.0289396653450922,0.0179369904138527,1013.0
chemprop,pIC50,425,10,0.8933307687601493,0.0313025896734265,0.01940154608582,0.6936341400996919,0.0285578948751144,0.0177003666250622,0.7566813495357965,0.0159551714035359,0.0098891176903375,0.5247091085542479,0.0354394842991282,0.0219656199394561,988.0
chemprop,pIC50,450,10,0.9023193666438396,0.0252995473588356,0.0156808219113426,0.696621621359584,0.0206503258771883,0.0127992045825394,0.7510439498151644,0.0130122681244904,0.0080650873404466,0.5123116478626416,0.0239266029199252,0.0148298621318902,963.0
