target,model,train_size,n_seeds,RMSE_mean,RMSE_std,RMSE_CI95,MAE_mean,MAE_std,MAE_CI95,Pearson_R_mean,Pearson_R_std,Pearson_R_CI95,R2_mean,R2_std,R2_CI95
homo,gtca_ca,1000,3,0.42824174645040747,0.024111756458521483,0.027285021000645667,0.3076228066096304,0.01900374888706556,0.02150476628969633,0.5853604376316071,0.11609276711265042,0.13137133307317622,0.2665912310282389,0.08375184609990616,0.0947741357461815
homo,gtca_ca,1500,3,0.4186946240931389,0.01809538210562773,0.02047685251035568,0.30121551124766416,0.016017700156316483,0.01812573405421414,0.6485390067100525,0.03225195252681078,0.036496520007560665,0.2995349367459615,0.0598425973115095,0.06771827374694052
homo,gtca_ca,2000,3,0.41141360272954147,0.013205657967057182,0.014943608756928918,0.29782660193410265,0.014726850821695553,0.01666500052099392,0.6578938961029053,0.0426278231895689,0.04823792297919213,0.32406218846638996,0.042961828992643586,0.04861588612621163
homo,gtca_ca,2500,3,0.40537316109945865,0.009101323568879785,0.010299117160450273,0.29517312392351563,0.00855590631860814,0.009681919439770875,0.7042673230171204,0.013746761239769907,0.015555924752442671,0.34399495522181195,0.029398791742728858,0.033267864639967934
homo,gtca_ca,3000,3,0.4077828390059843,0.017122797558431064,0.019376269488093695,0.2960655727638826,0.015069525999781492,0.01705277398936646,0.7028624216715494,0.014876105403592436,0.016833897980144386,0.3356158137321472,0.05639078691689418,0.06381218257231601
homo,gtca_cat,50,10,0.5448765426735107,0.07835174737747176,0.04856291615191933,0.3949884317901087,0.057207400469347545,0.03545751416210266,0.300391498953104,0.15429230089355486,0.09563135886532657,-0.2068556785583496,0.3494260718201646,0.21657652311627046
homo,gtca_cat,75,10,0.5059154347355042,0.012359503156603092,0.00766049942168968,0.36701349557769386,0.010006483395392693,0.006202082664026844,0.43208187222480776,0.0259985900685908,0.016114093071676917,-0.021975040435790988,0.05020254005844254,0.03111585669846212
homo,gtca_cat,100,10,0.5287172619171091,0.033582154808423956,0.020814435194475057,0.3926517148150871,0.03258806773705722,0.02019829364421819,0.4712981641292572,0.02964486668477731,0.018374078732564463,-0.11962404251098631,0.14596508024971028,0.09047009403791534
homo,gtca_cat,125,10,0.47803858910851577,0.01787225766556505,0.011077340065907527,0.3464541687527731,0.010377278877916129,0.006431904085118387,0.4567644000053406,0.0655869479167755,0.04065121147838585,0.08688986897468563,0.06943499926372164,0.04303625841307306
homo,gtca_cat,150,10,0.4740852227622309,0.03093434066599398,0.019173302986341755,0.34699541217387114,0.019688993562357097,0.012203364640714413,0.4305595323443413,0.09175016337566576,0.0568673404240947,0.09962159991264338,0.1249783495092537,0.07746238356093442
homo,gtca_cat,175,10,0.5004064042296699,0.04634142591126423,0.02872271335630964,0.35728739198657755,0.027520205139865268,0.017057199863741202,0.3204657271504402,0.1606763891340234,0.09958825775150854,-0.00701557993888856,0.18634113593378673,0.11549543262142735
homo,gtca_cat,200,10,0.47857026953578063,0.03226960902176686,0.02000091088753266,0.34537977637971307,0.02074561960568487,0.012858268247380048,0.41999456733465196,0.11685589903083071,0.07242803659696119,0.08226740956306453,0.12846723460439355,0.07962481694640444
homo,gtca_cat,225,10,0.4844008543985673,0.04927768329219873,0.030542624535875442,0.3497276082784184,0.03223774811038386,0.01998116329006604,0.4154589012265205,0.13891979821662592,0.0861033829932849,0.0548792243003845,0.20217494018140164,0.12530932616917886
homo,gtca_cat,250,10,0.4948611939880549,0.04445276333202778,0.027552108161854213,0.3599088909066706,0.028960859096828714,0.017950126437272382,0.4361565589904785,0.12337590518112833,0.07646917827643752,0.015624946355819694,0.18461905445264395,0.11442807546125308
homo,gtca_cat,275,10,0.4710673177898127,0.018644215817861815,0.01155580468574774,0.34437350676554734,0.014715688557083403,0.009120878262899819,0.47676153779029845,0.029351665331048,0.018192350650761916,0.11319317221641537,0.0708312314740078,0.04390165210276417
homo,gtca_cat,300,10,0.4711851055751497,0.012776907068819052,0.00791920904679569,0.3442692273933953,0.01192497580139852,0.007391176576662967,0.49425160586833955,0.0322405144988827,0.01998287791542169,0.11341242790222164,0.047970594779849794,0.02973248268259254
homo,gtca_cat,325,10,0.4847772459999189,0.04036398095639322,0.02501785458975738,0.3511931341690298,0.027838641627667388,0.017254568843686792,0.43949854373931885,0.11625556213296792,0.07205594393266668,0.05629332065582271,0.16292867817523765,0.10098424096208622
homo,gtca_cat,350,10,0.471704933317669,0.010054896696584756,0.006232089538986518,0.34352246096584904,0.010091018951847013,0.006254478344753262,0.505367460846901,0.02857596306776189,0.017711565406888098,0.11167964935302732,0.03798225622970014,0.023541646310162513
