dataset,target,train_size,seed,n_models,best_single_rmse,best_single_model,all_ensemble_rmse,all_ens_improvement_pct,cross_fam_rmse,top3,top5,fam_GNN,fam_Transformer,fam_3D,fam_Tree,fam_Other
lipo,exp,50,2,15,1.0953395,krovex,1.1116931,-1.4930172,1.105129361152649,1.097393,1.0830950736999512,1.108473539352417,1.1136985,,1.222179651260376,1.1635202169418335
lipo,exp,450,4,3,0.87773955,molformer,0.8427594,3.9852571,,0.8427594,,,0.8427594,,,
lipo,exp,225,9,3,1.043578,molformer,1.0003216,4.145009,,1.0003216,,,1.0003216,,,
lipo,exp,500,8,17,0.83565617,attentivefp,0.85420376,-2.2195246,0.7949261665344238,0.76486,0.7678390741348267,0.8181036114692688,0.850904,0.9882965087890625,1.0151753425598145,0.9059881567955017
lipo,exp,100,9,15,0.97970706,attentivefp,0.99907315,-1.976722,0.9726255536079407,0.93947554,0.941067099571228,0.9607899785041809,1.0206678,,1.1553223133087158,1.056998610496521
lipo,exp,500,3,15,0.8504409,krovex,0.8583595,-0.9311166,0.7923114895820618,0.7788306,0.7626193165779114,0.8078166842460632,0.87759525,,1.067281723022461,0.928644061088562
lipo,exp,200,0,17,0.99790365,attentivefp,1.0022632,-0.43687016,0.9847582578659058,0.95387155,0.9497034549713135,0.9648095369338989,0.99798495,1.0519577264785767,1.1510487794876099,1.0859161615371704
lipo,exp,1000,2,15,0.7719926,chemprop,0.75741726,1.8880184,0.6996319890022278,0.686825,0.679625391960144,0.7485429048538208,0.78092563,,0.9723963737487793,0.8325536251068115
lipo,exp,900,0,3,0.7800697,molformer,0.7496307,3.9020896,,0.7496307,,,0.7496307,,,
lipo,exp,450,3,3,0.8906847,molformer,0.8943848,-0.41541946,,0.8943848,,,0.8943848,,,
lipo,exp,375,2,3,0.90010774,molformer,0.8834514,1.8504828,,0.8834514,,,0.8834514,,,
lipo,exp,175,5,3,1.061966,molformer,1.052504,0.89098895,,1.052504,,,1.052504,,,
lipo,exp,100,6,15,1.0627639,attentivefp,1.0851358,-2.1050665,1.0673078298568726,1.0416648,1.0494914054870605,1.0879404544830322,1.0960534,,1.1698732376098633,1.1307759284973145
lipo,exp,50,8,15,1.16995,molformer,1.1657289,0.36079162,1.1651829481124878,1.1565105,1.16196608543396,1.1441054344177246,1.1700387,,1.2180638313293457,1.2110707759857178
lipo,exp,800,1,3,0.7929711,molformer,0.765335,3.4851272,,0.765335,,,0.765335,,,
lipo,exp,275,3,3,0.9586737,molformer,0.940749,1.869742,,0.940749,,,0.940749,,,
lipo,exp,300,7,3,0.9854515,molformer,0.9442585,4.180115,,0.9442585,,,0.9442585,,,
lipo,exp,425,6,3,0.9093905,chemberta2,0.85795057,5.6565294,,0.8579506,,,0.8579506,,,
lipo,exp,50,7,15,1.0945665,attentivefp,1.1309065,-3.3200357,1.110168695449829,1.064234,1.0702663660049438,1.0712147951126099,1.1763358,,1.2379529476165771,1.1871086359024048
lipo,exp,175,2,3,1.0399244,molformer,1.0020077,3.646098,,1.0020077,,,1.0020077,,,
lipo,exp,100,1,15,1.0208353,krovex,1.1447463,-12.138199,1.0878052711486816,1.0514624,1.073904275894165,1.1101224422454834,1.1595237,,1.2127398252487183,1.1973968744277954
lipo,exp,275,4,3,0.9476512,molformer,0.9758227,-2.9727688,,0.9758227,,,0.9758227,,,
lipo,exp,425,1,3,0.88654745,molformer,0.88699293,-0.05024944,,0.88699293,,,0.88699293,,,
lipo,exp,300,0,3,0.96440744,molformer,0.9566982,0.7993784,,0.9566982,,,0.9566982,,,
lipo,exp,400,9,3,0.93165773,molformer,0.90357167,3.0146334,,0.90357167,,,0.90357167,,,
lipo,exp,75,1,3,1.1266407,molformer,1.1273465,-0.06264981,,1.1273465,,,1.1273465,,,
lipo,exp,125,5,3,1.076672,chemberta2,1.0173336,5.511273,,1.0173336,,,1.0173336,,,
lipo,exp,350,7,3,0.9615445,chemberta2,0.92240894,4.070074,,0.92240894,,,0.92240894,,,
lipo,exp,475,6,3,0.89871037,molformer,0.85110104,5.2975163,,0.85110104,,,0.85110104,,,
lipo,exp,125,2,3,1.0537112,molformer,1.068426,-1.3964772,,1.068426,,,1.068426,,,
lipo,exp,475,1,3,0.8562655,molformer,0.85362977,0.30781543,,0.85362995,,,0.85362995,,,
lipo,exp,350,0,3,0.9485114,molformer,0.9199449,3.0117233,,0.9199449,,,0.9199449,,,
lipo,exp,375,8,3,0.90946954,molformer,0.8718543,4.135954,,0.8718543,,,0.8718543,,,
lipo,exp,275,7,3,1.0134221,molformer,0.96521604,4.756763,,0.96521604,,,0.96521604,,,
lipo,exp,300,3,3,0.94015974,molformer,0.9301515,1.0645229,,0.9301515,,,0.9301515,,,
lipo,exp,100,8,17,1.0284096,molformer,1.0139296,1.4079988,0.9940755367279053,0.97527325,0.968205988407135,0.974831223487854,1.0171094,1.0917975902557373,1.1526978015899658,1.0848313570022583
lipo,exp,150,9,3,0.9963413,chemberta2,0.98652095,0.9856404,,0.98652095,,,0.98652095,,,
lipo,exp,275,0,3,0.96304375,molformer,0.96450275,-0.1514991,,0.96450275,,,0.96450275,,,
lipo,exp,300,4,3,0.9390443,molformer,0.94632715,-0.77556014,,0.94632715,,,0.94632715,,,
lipo,exp,100,5,15,1.0286529,krovex,1.0503461,-2.108897,1.0207324028015137,0.99730897,0.9849534630775452,0.9975025653839111,1.0886161,,1.208614706993103,1.110285758972168
lipo,exp,225,7,3,1.0252781,molformer,0.99193025,3.2525659,,0.99193025,,,0.99193025,,,
lipo,exp,475,2,3,0.9068421,molformer,0.8777809,3.204659,,0.8777809,,,0.8777809,,,
lipo,exp,125,1,3,1.1591953,chemberta2,1.1777267,-1.5986471,,1.1777267,,,1.1777267,,,
lipo,exp,100,2,15,1.0327387,molformer,1.0577,-2.4170055,1.0276862382888794,1.011223,1.0152655839920044,1.0472058057785034,1.0775994,,1.2061779499053955,1.0827082395553589
lipo,exp,225,0,3,0.9951006,chemberta2,0.98272806,1.2433469,,0.98272806,,,0.98272806,,,
lipo,exp,475,5,3,0.88955694,chemberta2,0.8496234,4.489152,,0.8496234,,,0.8496234,,,
lipo,exp,125,6,3,1.0915598,molformer,1.0836705,0.7227521,,1.0836705,,,1.0836705,,,
lipo,exp,250,7,3,1.019008,chemberta2,0.9754263,4.2768774,,0.9754263,,,0.9754263,,,
lipo,exp,325,3,3,0.9417033,molformer,0.9288516,1.3647308,,0.9288516,,,0.9288516,,,
lipo,exp,400,2,3,0.9053974,molformer,0.87850916,2.9697733,,0.87850916,,,0.87850916,,,
lipo,exp,175,9,3,1.0299097,chemberta2,0.9790414,4.9391055,,0.9790415,,,0.9790415,,,
lipo,exp,150,1,3,1.0860659,molformer,1.1297694,-4.0240245,,1.1297694,,,1.1297694,,,
lipo,exp,250,0,3,0.96875346,molformer,0.9443564,2.5183988,,0.9443564,,,0.9443564,,,
