train_size,model_a,model_b,metric,t_stat,p_value,significant_005,target
75,gtca_depth_6,gtca_depth_2,MAE,-2.168233264468602,0.04831468198724968,True,gap
75,gtca_depth_6,gtca_depth_4,MAE,-3.153747876082172,0.005753152188404722,True,gap
100,gtca_depth_6,gtca_depth_2,MAE,-2.1854250769278334,0.04367383445306389,True,gap
100,gtca_depth_6,gtca_depth_4,MAE,-1.9307934324217455,0.07144902664286007,False,gap
125,gtca_depth_6,gtca_depth_2,MAE,-3.8574953859351404,0.0019914111893127814,True,gap
125,gtca_depth_6,gtca_depth_4,MAE,-0.6131356476127674,0.5515942636800288,False,gap
150,gtca_depth_6,gtca_depth_2,MAE,-10.602609405241648,4.675386657279195e-08,True,gap
150,gtca_depth_6,gtca_depth_4,MAE,-1.8855713645489551,0.08011943173299416,False,gap
175,gtca_depth_6,gtca_depth_2,MAE,-4.9779941728871,0.00010873205333878848,True,gap
175,gtca_depth_6,gtca_depth_4,MAE,0.042136413514932636,0.9668973325955118,False,gap
200,gtca_depth_6,gtca_depth_2,MAE,-2.8579061137780166,0.012379708441157596,True,gap
200,gtca_depth_6,gtca_depth_4,MAE,0.790730794848848,0.4463563434280133,False,gap
225,gtca_depth_6,gtca_depth_2,MAE,-4.75128683226118,0.00016928784235060814,True,gap
225,gtca_depth_6,gtca_depth_4,MAE,-0.9567406145483324,0.35268614279291954,False,gap
250,gtca_depth_6,gtca_depth_2,MAE,-4.849998576676128,0.00014291001486996295,True,gap
250,gtca_depth_6,gtca_depth_4,MAE,-0.46374474899780166,0.6484145877108863,False,gap
275,gtca_depth_6,gtca_depth_2,MAE,-6.566364263475156,3.7409800519964318e-06,True,gap
275,gtca_depth_6,gtca_depth_4,MAE,-1.7502420219141903,0.09849986777563584,False,gap
300,gtca_depth_6,gtca_depth_2,MAE,-3.267516930216704,0.004778982846299282,True,gap
300,gtca_depth_6,gtca_depth_4,MAE,0.6971887227227244,0.49541490581145214,False,gap
325,gtca_depth_6,gtca_depth_2,MAE,-4.8807736273219335,0.0001439305068246148,True,gap
325,gtca_depth_6,gtca_depth_4,MAE,-1.3215195690968324,0.20291105654627364,False,gap
350,gtca_depth_6,gtca_depth_2,MAE,-2.4848454267941578,0.02313666984318195,True,gap
350,gtca_depth_6,gtca_depth_4,MAE,1.5459684677951397,0.1438483790950352,False,gap
375,gtca_depth_6,gtca_depth_2,MAE,-2.2437881239180064,0.037749596739658026,True,gap
375,gtca_depth_6,gtca_depth_4,MAE,1.1190642558726769,0.2804797834802849,False,gap
400,gtca_depth_6,gtca_depth_2,MAE,-6.35959866129255,5.571608038195669e-06,True,gap
400,gtca_depth_6,gtca_depth_4,MAE,0.5347002035797278,0.5994407044028489,False,gap
425,gtca_depth_6,gtca_depth_2,MAE,-5.042665644034033,0.0001705928068140668,True,gap
425,gtca_depth_6,gtca_depth_4,MAE,-1.4721876821153814,0.16554378444661452,False,gap
450,gtca_depth_6,gtca_depth_2,MAE,-2.0069205188336334,0.07233571242043402,False,gap
450,gtca_depth_6,gtca_depth_4,MAE,1.0571650320998662,0.30920864695434563,False,gap
475,gtca_depth_6,gtca_depth_2,MAE,-3.755339658686476,0.001954812500173671,True,gap
475,gtca_depth_6,gtca_depth_4,MAE,-1.0695390434930498,0.30140504004138724,False,gap
500,gtca_depth_6,gtca_depth_2,MAE,-2.696897305057979,0.014755333065374245,True,gap
500,gtca_depth_6,gtca_depth_4,MAE,-0.39039300744586725,0.7008474460546219,False,gap
600,gtca_depth_6,gtca_depth_2,MAE,-3.688937514654331,0.04112881298715157,True,gap
600,gtca_depth_6,gtca_depth_4,MAE,0.47249353522480536,0.6739143949246427,False,gap
700,gtca_depth_6,gtca_depth_2,MAE,-0.6351462540979288,0.5863358884465562,False,gap
700,gtca_depth_6,gtca_depth_4,MAE,-0.22312019302634106,0.8345089106210491,False,gap
800,gtca_depth_6,gtca_depth_2,MAE,-1.7173593836443481,0.22233245521246292,False,gap
800,gtca_depth_6,gtca_depth_4,MAE,-0.11715341339972656,0.9124251115399639,False,gap
900,gtca_depth_6,gtca_depth_2,MAE,2.189021960681596,0.10641808712061475,False,gap
900,gtca_depth_6,gtca_depth_4,MAE,0.44066523983454886,0.6948225812823603,False,gap
1000,gtca_depth_6,gtca_depth_2,MAE,0.19337296377240715,0.8609470040769812,False,gap
1000,gtca_depth_6,gtca_depth_4,MAE,-0.4111838294641588,0.7031230654945854,False,gap
1500,gtca_depth_6,gtca_depth_2,MAE,1.3073594931139245,0.3083635231495288,False,gap
1500,gtca_depth_6,gtca_depth_4,MAE,2.0222226615352885,0.11433678561836445,False,gap
2000,gtca_depth_6,gtca_depth_2,MAE,-1.4017664083159085,0.23739321890385276,False,gap
2000,gtca_depth_6,gtca_depth_4,MAE,1.2209192332674401,0.2946066142693206,False,gap
2500,gtca_depth_6,gtca_depth_2,MAE,-0.19803328261971642,0.858782091239651,False,gap
2500,gtca_depth_6,gtca_depth_4,MAE,1.451807238976362,0.23952063383739602,False,gap
3000,gtca_depth_6,gtca_depth_2,MAE,0.7646746927854359,0.5222634347519496,False,gap
3000,gtca_depth_6,gtca_depth_4,MAE,1.081348168963141,0.3834557505378525,False,gap
